TF	motif_token	p_value	q_value	target_with_motif	target_total	background_with_motif	background_total	log2_odds_ratio	motif_enriched_q1e-5	system	sample_id	sample_slug
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	0.6697	818.0	3584.0	5836.0	25759.0	0.014288122600758011	FALSE	cell_line	H1819	H1819
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.6905	3582.0	3584.0	25735.7	25759.0	0.4062011305795621	FALSE	cell_line	H1819	H1819
CREB3L2	JASPAR2024|000025|MA0608.1	1.0	0.729	1824.0	3584.0	13094.6	25759.0	0.003324532739556502	FALSE	cell_line	H1819	H1819
CEBPB	CIS-BP2.00|000866|M07830_2.00	1.0	0.729	1580.0	3584.0	11343.1	25759.0	0.0029709978234689623	FALSE	cell_line	H1819	H1819
CEBPA	CIS-BP2.00|000926|M08076_2.00	1.0	0.8282	1328.0	3584.0	9583.8	25759.0	-0.009205376848588728	FALSE	cell_line	H1819	H1819
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	0.8282	3561.0	3584.0	25593.6	25759.0	-0.025673155990581623	FALSE	cell_line	H1819	H1819
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.8282	3399.0	3584.0	24449.0	25759.0	-0.02578422536356886	FALSE	cell_line	H1819	H1819
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	1.0	3570.0	3584.0	25674.4	25759.0	-0.29305440244854564	FALSE	cell_line	H1819	H1819
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	490.0	3584.0	3661.3	25759.0	-0.06407732148841074	FALSE	cell_line	H1819	H1819
ZNF444	CIS-BP2.00|000420|M04529_2.00	1.0	1.0	1151.0	3584.0	8479.1	25759.0	-0.05244986729545226	FALSE	cell_line	H1819	H1819
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	1.0	2483.0	3584.0	18056.1	25759.0	-0.05605376730385631	FALSE	cell_line	H1819	H1819
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3584.0	25756.4	25759.0	-0.2128469539457175	FALSE	cell_line	H1819	H1819
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3584.0	25756.4	25759.0	-0.2128469539457175	FALSE	cell_line	H1819	H1819
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	1.0	1192.0	3584.0	8956.0	25759.0	-0.09677486986136606	FALSE	cell_line	H1819	H1819
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	344.0	3584.0	2721.6	25759.0	-0.15242330313703353	FALSE	cell_line	H1819	H1819
NR3C2	JASPAR2024|000539|MA0727.2	1.0	1.0	200.0	3584.0	1655.2	25759.0	-0.2134912377430896	FALSE	cell_line	H1819	H1819
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	1.0	3002.0	3584.0	22121.5	25759.0	-0.23843008311213384	FALSE	cell_line	H1819	H1819
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	1.0	3144.0	3584.0	23171.2	25759.0	-0.32667043116443994	FALSE	cell_line	H1819	H1819
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	1.0	1652.0	3584.0	12843.5	25759.0	-0.21775336652894478	FALSE	cell_line	H1819	H1819
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-08	0.0	1554.0	3584.0	10405.5	27027.0	0.29029395816431103	TRUE	cell_line	H1975	H1975
XBP1	JASPAR2024|000675|MA0844.2	0.0001	0.0015	1815.0	3584.0	12818.4	27027.0	0.1855678775321918	FALSE	cell_line	H1975	H1975
NFATC4	JASPAR2024|000506|MA1525.3	0.0001	0.0015	2591.0	3584.0	18757.0	27027.0	0.2017744193769915	FALSE	cell_line	H1975	H1975
CEBPB	JASPAR2024|000235|MA0466.4	0.01	0.038	272.0	3584.0	1739.8	27027.0	0.25743557524859134	FALSE	cell_line	H1975	H1975
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.01	0.0908	1836.0	3584.0	13314.2	27027.0	0.11339696352831581	FALSE	cell_line	H1975	H1975
ZNF75D	CIS-BP2.00|000750|M07683_2.00	0.1	0.0909	2233.0	3584.0	16336.4	27027.0	0.11302078977106288	FALSE	cell_line	H1975	H1975
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.1	0.1102	1896.0	3584.0	13813.1	27027.0	0.10361875987657089	FALSE	cell_line	H1975	H1975
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.1	0.1102	2122.0	3584.0	15526.7	27027.0	0.10426445431658005	FALSE	cell_line	H1975	H1975
CREB3L2	JASPAR2024|000025|MA0608.1	0.1	0.1102	1885.0	3584.0	13733.2	27027.0	0.1029242491914618	FALSE	cell_line	H1975	H1975
FOXA3	CIS-BP2.00|000469|M04831_2.00	0.1	0.1102	130.0	3584.0	816.9	27027.0	0.27660912597265935	FALSE	cell_line	H1975	H1975
XBP1	CIS-BP2.00|000375|M04231_2.00	0.1	0.1102	3336.0	3584.0	24915.9	27027.0	0.18633058489206814	FALSE	cell_line	H1975	H1975
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.1	0.1405	3259.0	3584.0	24332.2	27027.0	0.1495425795539708	FALSE	cell_line	H1975	H1975
NKX2-1	JASPAR2024|000822|MA1994.2	0.1	0.2095	3422.0	3584.0	25648.7	27027.0	0.1791101983658423	FALSE	cell_line	H1975	H1975
ZNF75D	JASPAR2024|000169|MA1601.2	0.1	0.2095	2474.0	3584.0	18326.4	27027.0	0.08123457931577005	FALSE	cell_line	H1975	H1975
ETV1	JASPAR2024|000311|MA0761.3	1.0	0.3977	3562.0	3584.0	26813.4	27027.0	0.3382687382689628	FALSE	cell_line	H1975	H1975
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	0.5171	2692.0	3584.0	20114.0	27027.0	0.05227456767989987	FALSE	cell_line	H1975	H1975
ELF3	JASPAR2024|000276|MA0640.3	1.0	0.5893	3573.0	3584.0	26918.4	27027.0	0.3327355711560542	FALSE	cell_line	H1975	H1975
CEBPB	CIS-BP2.00|000866|M07830_2.00	1.0	0.5909	1581.0	3584.0	11751.6	27027.0	0.037109849814266786	FALSE	cell_line	H1975	H1975
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.6136	1236.0	3584.0	9172.9	27027.0	0.035290005463659166	FALSE	cell_line	H1975	H1975
GATA6	JASPAR2024|000382|MA1104.3	1.0	0.8058	2953.0	3584.0	22196.0	27027.0	0.025781832666811947	FALSE	cell_line	H1975	H1975
FOXA2	JASPAR2024|000357|MA0047.4	1.0	0.8058	2762.0	3584.0	20756.9	27027.0	0.02093653098973851	FALSE	cell_line	H1975	H1975
ZNF19	CIS-BP2.00|000670|M07603_2.00	1.0	0.8058	3567.0	3584.0	26884.6	27027.0	0.11575758630289855	FALSE	cell_line	H1975	H1975
CEBPA	JASPAR2024|000234|MA0102.5	1.0	0.9945	2546.0	3584.0	19189.6	27027.0	0.0021913431042764556	FALSE	cell_line	H1975	H1975
ETV1	CIS-BP2.00|000457|M04708_2.00	1.0	0.9945	3577.0	3584.0	26970.6	27027.0	0.009075461657277083	FALSE	cell_line	H1975	H1975
NR3C2	JASPAR2024|000539|MA0727.2	1.0	0.9945	231.0	3584.0	1740.0	27027.0	0.004267192154795725	FALSE	cell_line	H1975	H1975
FOXA3	JASPAR2024|000358|MA1683.2	1.0	0.9945	3141.0	3584.0	23696.6	27027.0	-0.006278998266809626	FALSE	cell_line	H1975	H1975
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.9945	3425.0	3584.0	25834.0	27027.0	-0.011342234618368655	FALSE	cell_line	H1975	H1975
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.9945	2833.0	3584.0	21384.1	27027.0	-0.007195513119544428	FALSE	cell_line	H1975	H1975
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	0.9945	3577.0	3584.0	26975.5	27027.0	-0.12110364679547854	FALSE	cell_line	H1975	H1975
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	0.9945	3137.0	3584.0	23703.6	27027.0	-0.024531861928608012	FALSE	cell_line	H1975	H1975
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	1.0	775.0	3584.0	5936.5	27027.0	-0.028293232044711725	FALSE	cell_line	H1975	H1975
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	1.0	2507.0	3584.0	19059.9	27027.0	-0.03979943807209521	FALSE	cell_line	H1975	H1975
FOXD2	CIS-BP2.00|000235|M03042_2.00	1.0	1.0	1304.0	3584.0	10024.2	27027.0	-0.043597517403894934	FALSE	cell_line	H1975	H1975
ETV1	JASPAR2024|000652|MA1966.2	1.0	1.0	3453.0	3584.0	26125.0	27027.0	-0.14046338707322323	FALSE	cell_line	H1975	H1975
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3584.0	27028.2	27027.0	-2.9146483268955277	FALSE	cell_line	H1975	H1975
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3584.0	27028.2	27027.0	-2.9146483268955277	FALSE	cell_line	H1975	H1975
FOXD2	JASPAR2024|000361|MA0847.4	1.0	1.0	1226.0	3584.0	9513.9	27027.0	-0.06303128500633133	FALSE	cell_line	H1975	H1975
CEBPA	CIS-BP2.00|000926|M08076_2.00	1.0	1.0	1276.0	3584.0	9918.8	27027.0	-0.06834227250295492	FALSE	cell_line	H1975	H1975
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	1.0	1927.0	3584.0	14850.2	27027.0	-0.068614656901006	FALSE	cell_line	H1975	H1975
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	532.0	3584.0	4257.5	27027.0	-0.10025142818987415	FALSE	cell_line	H1975	H1975
ZNF341	JASPAR2024|000712|MA1655.2	1.0	1.0	3579.0	3584.0	27008.9	27027.0	-1.1578325090782242	FALSE	cell_line	H1975	H1975
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	1.0	3223.0	3584.0	24548.3	27027.0	-0.1511455077706784	FALSE	cell_line	H1975	H1975
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	348.0	3584.0	2890.8	27027.0	-0.1537657152621311	FALSE	cell_line	H1975	H1975
ZNF444	CIS-BP2.00|000420|M04529_2.00	1.0	1.0	1126.0	3584.0	8934.0	27027.0	-0.1079184315570113	FALSE	cell_line	H1975	H1975
ZNF281	JASPAR2024|000706|MA1630.3	1.0	1.0	2823.0	3584.0	21673.5	27027.0	-0.12670769800148132	FALSE	cell_line	H1975	H1975
ZNF281	CIS-BP2.00|001020|M08321_2.00	1.0	1.0	2814.0	3584.0	21662.8	27027.0	-0.14467183979821271	FALSE	cell_line	H1975	H1975
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	1.0	3034.0	3584.0	23336.0	27027.0	-0.1976647870336472	FALSE	cell_line	H1975	H1975
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-21	0.0	1667.0	3584.0	10282.6	26584.0	0.46322505234389555	TRUE	cell_line	H2228	H2228
NFATC4	JASPAR2024|000506|MA1525.3	1e-08	0.0	2660.0	3584.0	18563.9	26584.0	0.31419556067991306	TRUE	cell_line	H2228	H2228
XBP1	JASPAR2024|000675|MA0844.2	1e-08	0.0	1887.0	3584.0	12735.9	26584.0	0.27384765582484066	TRUE	cell_line	H2228	H2228
XBP1	CIS-BP2.00|000375|M04231_2.00	1e-05	0.0	3384.0	3584.0	24593.1	26584.0	0.45084058400541915	TRUE	cell_line	H2228	H2228
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.0001	0.0002	2186.0	3584.0	15317.7	26584.0	0.20157413355053075	FALSE	cell_line	H2228	H2228
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.001	0.0013	1882.0	3584.0	13159.4	26584.0	0.17377937485906905	FALSE	cell_line	H2228	H2228
FOXA3	CIS-BP2.00|000469|M04831_2.00	0.001	0.002	152.0	3584.0	844.3	26584.0	0.4368910457608865	FALSE	cell_line	H2228	H2228
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.01	0.0108	3275.0	3584.0	23905.2	26584.0	0.24627721641886238	FALSE	cell_line	H2228	H2228
FOXA2	JASPAR2024|000357|MA0047.4	0.01	0.0347	2816.0	3584.0	20421.4	26584.0	0.14539731452978316	FALSE	cell_line	H2228	H2228
FOXA3	JASPAR2024|000358|MA1683.2	0.1	0.0584	3193.0	3584.0	23356.7	26584.0	0.1728099944537378	FALSE	cell_line	H2228	H2228
ZNF19	CIS-BP2.00|000670|M07603_2.00	0.1	0.1158	3572.0	3584.0	26427.7	26584.0	0.7618533081720659	FALSE	cell_line	H2228	H2228
ZNF75D	CIS-BP2.00|000750|M07683_2.00	0.1	0.1158	2213.0	3584.0	15992.9	26584.0	0.09601862440474536	FALSE	cell_line	H2228	H2228
CEBPB	JASPAR2024|000235|MA0466.4	0.1	0.118	268.0	3584.0	1777.2	26584.0	0.17601340545597874	FALSE	cell_line	H2228	H2228
CEBPA	JASPAR2024|000234|MA0102.5	0.1	0.164	2593.0	3584.0	18895.1	26584.0	0.09010829722774655	FALSE	cell_line	H2228	H2228
ELF3	JASPAR2024|000276|MA0640.3	0.1	0.1741	3574.0	3584.0	26457.3	26584.0	0.7107576903192011	FALSE	cell_line	H2228	H2228
ETV1	JASPAR2024|000652|MA1966.2	0.1	0.1975	3476.0	3584.0	25656.9	26584.0	0.21214029003873447	FALSE	cell_line	H2228	H2228
ZNF75D	JASPAR2024|000169|MA1601.2	0.1	0.1975	2461.0	3584.0	17940.0	26584.0	0.07817194202460534	FALSE	cell_line	H2228	H2228
ZNF341	JASPAR2024|000712|MA1655.2	0.1	0.2304	3584.0	3584.0	26563.3	26584.0	2.5163746153828086	FALSE	cell_line	H2228	H2228
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.2875	2881.0	3584.0	21150.8	26584.0	0.0734581744773945	FALSE	cell_line	H2228	H2228
ETV1	JASPAR2024|000311|MA0761.3	1.0	0.3036	3562.0	3584.0	26370.5	26584.0	0.3616235294741475	FALSE	cell_line	H2228	H2228
FOXD2	JASPAR2024|000361|MA0847.4	1.0	0.3637	1319.0	3584.0	9569.5	26584.0	0.050378181291862265	FALSE	cell_line	H2228	H2228
CEBPB	CIS-BP2.00|000866|M07830_2.00	1.0	0.3837	1598.0	3584.0	11646.4	26584.0	0.0455406011852993	FALSE	cell_line	H2228	H2228
ZNF281	JASPAR2024|000706|MA1630.3	1.0	0.4372	2875.0	3584.0	21177.3	26584.0	0.04933914631062422	FALSE	cell_line	H2228	H2228
FOXD2	CIS-BP2.00|000235|M03042_2.00	1.0	0.4809	1375.0	3584.0	10046.1	26584.0	0.03534853405139059	FALSE	cell_line	H2228	H2228
E2F5	CIS-BP2.00|000940|M08109_2.00	1.0	0.4833	3114.0	3584.0	22992.4	26584.0	0.04844492437675902	FALSE	cell_line	H2228	H2228
HNF4A	JASPAR2024|000410|MA0114.5	1.0	0.4877	3432.0	3584.0	25393.1	26584.0	0.07864340440931751	FALSE	cell_line	H2228	H2228
ZNF281	CIS-BP2.00|001020|M08321_2.00	1.0	0.5919	2864.0	3584.0	21163.7	26584.0	0.02616473087759526	FALSE	cell_line	H2228	H2228
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	0.6228	3578.0	3584.0	26525.4	26584.0	0.2946716905968598	FALSE	cell_line	H2228	H2228
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	0.6228	809.0	3584.0	5940.1	26584.0	0.019425226242544502	FALSE	cell_line	H2228	H2228
GATA6	JASPAR2024|000382|MA1104.3	1.0	0.7615	2937.0	3584.0	21772.7	26584.0	0.0037318822372627665	FALSE	cell_line	H2228	H2228
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	0.7636	2519.0	3584.0	18680.3	26584.0	0.0007419808223079208	FALSE	cell_line	H2228	H2228
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	0.7636	2651.0	3584.0	19666.7	26584.0	-0.0013195464639653579	FALSE	cell_line	H2228	H2228
ETV1	CIS-BP2.00|000457|M04708_2.00	1.0	0.826	3576.0	3584.0	26521.5	26584.0	-0.000752142991366926	FALSE	cell_line	H2228	H2228
CREB3L2	CIS-BP2.00|000117|M01812_2.00	1.0	0.9719	1835.0	3584.0	13725.0	26584.0	-0.024793706376653513	FALSE	cell_line	H2228	H2228
CREB3L2	JASPAR2024|000025|MA0608.1	1.0	1.0	1818.0	3584.0	13647.1	26584.0	-0.03524438030833114	FALSE	cell_line	H2228	H2228
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	1.0	1196.0	3584.0	9084.7	26584.0	-0.05153622507000927	FALSE	cell_line	H2228	H2228
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	1.0	3383.0	3584.0	25193.7	26584.0	-0.10944012467632303	FALSE	cell_line	H2228	H2228
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3584.0	26581.6	26584.0	-0.3545583852393932	FALSE	cell_line	H2228	H2228
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3584.0	26581.6	26584.0	-0.3545583852393932	FALSE	cell_line	H2228	H2228
CEBPA	CIS-BP2.00|000926|M08076_2.00	1.0	1.0	1297.0	3584.0	9862.3	26584.0	-0.05634172541858782	FALSE	cell_line	H2228	H2228
NR3C2	JASPAR2024|000539|MA0727.2	1.0	1.0	213.0	3584.0	1740.7	26584.0	-0.14635059424005442	FALSE	cell_line	H2228	H2228
ZNF444	CIS-BP2.00|000420|M04529_2.00	1.0	1.0	1122.0	3584.0	8684.5	26584.0	-0.09004644616136562	FALSE	cell_line	H2228	H2228
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	518.0	3584.0	4122.6	26584.0	-0.11849844700654617	FALSE	cell_line	H2228	H2228
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	348.0	3584.0	2827.8	26584.0	-0.14487655592721754	FALSE	cell_line	H2228	H2228
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	1.0	3084.0	3584.0	23239.7	26584.0	-0.1730359586071358	FALSE	cell_line	H2228	H2228
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	1.0	1853.0	3584.0	14370.8	26584.0	-0.13646052906438108	FALSE	cell_line	H2228	H2228
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	1.0	3195.0	3584.0	24080.7	26584.0	-0.2293695998800776	FALSE	cell_line	H2228	H2228
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-14	0.0	1609.0	3584.0	10416.0	27012.0	0.3764031515626558	TRUE	cell_line	H2347	H2347
XBP1	JASPAR2024|000675|MA0844.2	1e-07	0.0	1867.0	3584.0	12812.4	27012.0	0.2691021893390979	TRUE	cell_line	H2347	H2347
NFATC4	JASPAR2024|000506|MA1525.3	1e-06	0.0	2626.0	3584.0	18807.5	27012.0	0.2575200422346172	TRUE	cell_line	H2347	H2347
ZNF33A	CIS-BP2.00|000762|M07695_2.00	0.0001	0.0005	3301.0	3584.0	24365.5	27012.0	0.3392616725204016	FALSE	cell_line	H2347	H2347
FOXA2	CIS-BP2.00|000889|M07959_2.00	0.0001	0.0005	2184.0	3584.0	15591.9	27012.0	0.19215656302341616	FALSE	cell_line	H2347	H2347
CREB3L2	JASPAR2024|000025|MA0608.1	0.001	0.0029	1929.0	3584.0	13776.9	27012.0	0.16307997437608088	FALSE	cell_line	H2347	H2347
CREB3L2	CIS-BP2.00|000117|M01812_2.00	0.001	0.0029	1939.0	3584.0	13858.2	27012.0	0.16190129419112909	FALSE	cell_line	H2347	H2347
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.001	0.0029	1872.0	3584.0	13363.9	27012.0	0.15921963677219247	FALSE	cell_line	H2347	H2347
ZNF75D	JASPAR2024|000169|MA1601.2	0.001	0.0029	2523.0	3584.0	18332.2	27012.0	0.1707192465462901	FALSE	cell_line	H2347	H2347
ZNF75D	CIS-BP2.00|000750|M07683_2.00	0.001	0.003	2263.0	3584.0	16345.3	27012.0	0.16064043139231693	FALSE	cell_line	H2347	H2347
ELF3	JASPAR2024|000276|MA0640.3	0.01	0.0082	3579.0	3584.0	26898.7	27012.0	1.4611918468760245	FALSE	cell_line	H2347	H2347
XBP1	CIS-BP2.00|000375|M04231_2.00	0.01	0.0124	3354.0	3584.0	24958.8	27012.0	0.25997897091409805	FALSE	cell_line	H2347	H2347
CEBPA	JASPAR2024|000234|MA0102.5	0.01	0.0325	2615.0	3584.0	19226.9	27012.0	0.12749040775472956	FALSE	cell_line	H2347	H2347
ETV1	JASPAR2024|000652|MA1966.2	0.01	0.0327	3489.0	3584.0	26111.8	27012.0	0.3338367226782419	FALSE	cell_line	H2347	H2347
ETV1	JASPAR2024|000311|MA0761.3	0.1	0.0503	3566.0	3584.0	26793.1	27012.0	0.6586587932104473	FALSE	cell_line	H2347	H2347
CEBPB	CIS-BP2.00|000866|M07830_2.00	0.1	0.0503	1626.0	3584.0	11775.8	27012.0	0.10368583901936523	FALSE	cell_line	H2347	H2347
FOXA3	CIS-BP2.00|000469|M04831_2.00	0.1	0.1141	130.0	3584.0	838.3	27012.0	0.23731957104710066	FALSE	cell_line	H2347	H2347
ZNF19	CIS-BP2.00|000670|M07603_2.00	0.1	0.1188	3572.0	3584.0	26867.5	27012.0	0.6251698826496349	FALSE	cell_line	H2347	H2347
FOXA2	JASPAR2024|000357|MA0047.4	0.1	0.2148	2793.0	3584.0	20791.8	27012.0	0.07851204744787944	FALSE	cell_line	H2347	H2347
E2F5	CIS-BP2.00|000940|M08109_2.00	0.1	0.2148	3131.0	3584.0	23392.4	27012.0	0.0957101558182384	FALSE	cell_line	H2347	H2347
FOXA1	JASPAR2024|000356|MA0148.5	1.0	0.2468	2880.0	3584.0	21482.5	27012.0	0.0738035587675736	FALSE	cell_line	H2347	H2347
ZNF33B	CIS-BP2.00|000777|M07710_2.00	1.0	0.333	1242.0	3584.0	9142.8	27012.0	0.05192535633708526	FALSE	cell_line	H2347	H2347
ZBTB18	CIS-BP2.00|000988|M08257_2.00	1.0	0.4417	3156.0	3584.0	23668.5	27012.0	0.05760663975776445	FALSE	cell_line	H2347	H2347
NKX2-1	JASPAR2024|000822|MA1994.2	1.0	0.5013	3413.0	3584.0	25657.4	27012.0	0.07203939884583625	FALSE	cell_line	H2347	H2347
FOXA3	JASPAR2024|000358|MA1683.2	1.0	0.5013	3165.0	3584.0	23759.0	27012.0	0.0472506625524859	FALSE	cell_line	H2347	H2347
FOXD2	JASPAR2024|000361|MA0847.4	1.0	0.5013	1291.0	3584.0	9591.8	27012.0	0.03235064664759144	FALSE	cell_line	H2347	H2347
FOXD2	CIS-BP2.00|000235|M03042_2.00	1.0	0.5013	1344.0	3584.0	9995.6	27012.0	0.030780032080326526	FALSE	cell_line	H2347	H2347
GATA6	CIS-BP2.00|000947|M08124_2.00	1.0	0.5404	2670.0	3584.0	20030.8	27012.0	0.02544902778893285	FALSE	cell_line	H2347	H2347
ZNF141	CIS-BP2.00|000653|M07586_2.00	1.0	0.6203	2538.0	3584.0	19066.0	27012.0	0.015755390112982173	FALSE	cell_line	H2347	H2347
ETV1	CIS-BP2.00|000457|M04708_2.00	1.0	0.7774	3577.0	3584.0	26957.1	27012.0	-0.028744913359446542	FALSE	cell_line	H2347	H2347
CEBPB	JASPAR2024|000235|MA0466.4	1.0	0.8658	232.0	3584.0	1766.1	27012.0	-0.01290435048848371	FALSE	cell_line	H2347	H2347
ZNF341	JASPAR2024|000712|MA1655.2	1.0	0.8658	3582.0	3584.0	26997.1	27012.0	-0.29086220149667086	FALSE	cell_line	H2347	H2347
GATA6	JASPAR2024|000382|MA1104.3	1.0	0.8658	2935.0	3584.0	22156.8	27012.0	-0.013826069800467158	FALSE	cell_line	H2347	H2347
ZNF341	CIS-BP2.00|001017|M08310_2.00	1.0	0.8758	3577.0	3584.0	26964.3	27012.0	-0.22998301550915445	FALSE	cell_line	H2347	H2347
ZNF281	JASPAR2024|000706|MA1630.3	1.0	1.0	2858.0	3584.0	21668.7	27012.0	-0.043484385765138224	FALSE	cell_line	H2347	H2347
CEBPA	CIS-BP2.00|000926|M08076_2.00	1.0	1.0	1299.0	3584.0	9945.5	27012.0	-0.03553203451867881	FALSE	cell_line	H2347	H2347
NFATC4	CIS-BP2.00|000101|M01306_2.00	1.0	1.0	3584.0	3584.0	27015.6	27012.0	-2.9139756272891066	FALSE	cell_line	H2347	H2347
NR3C2	CIS-BP2.00|000154|M02395_2.00	1.0	1.0	3584.0	3584.0	27015.6	27012.0	-2.9139756272891066	FALSE	cell_line	H2347	H2347
HNF4A	JASPAR2024|000410|MA0114.5	1.0	1.0	3414.0	3584.0	25841.0	27012.0	-0.13943026651834117	FALSE	cell_line	H2347	H2347
HNF4A	CIS-BP2.00|000974|M08219_2.00	1.0	1.0	3234.0	3584.0	24535.4	27012.0	-0.10211381222638007	FALSE	cell_line	H2347	H2347
ZNF540	CIS-BP2.00|000701|M07634_2.00	1.0	1.0	753.0	3584.0	5933.6	27012.0	-0.08118867490616345	FALSE	cell_line	H2347	H2347
HNF4A	JASPAR2024|000409|MA1494.2	1.0	1.0	358.0	3584.0	2902.8	27012.0	-0.1160768614818807	FALSE	cell_line	H2347	H2347
ZNF254	CIS-BP2.00|000827|M07760_2.00	1.0	1.0	522.0	3584.0	4221.6	27012.0	-0.1187816591385355	FALSE	cell_line	H2347	H2347
NR3C2	JASPAR2024|000539|MA0727.2	1.0	1.0	208.0	3584.0	1766.6	27012.0	-0.18081574855050214	FALSE	cell_line	H2347	H2347
ZNF444	CIS-BP2.00|000420|M04529_2.00	1.0	1.0	1129.0	3584.0	8915.1	27012.0	-0.09895390373070052	FALSE	cell_line	H2347	H2347
ZBTB18	JASPAR2024|000681|MA0698.2	1.0	1.0	1900.0	3584.0	14762.7	27012.0	-0.09518867533921685	FALSE	cell_line	H2347	H2347
ZNF281	CIS-BP2.00|001020|M08321_2.00	1.0	1.0	2821.0	3584.0	21648.7	27012.0	-0.1272240771813045	FALSE	cell_line	H2347	H2347
ELF3	CIS-BP2.00|000227|M03002_2.00	1e-22	0.0	1684.0	3584.0	10314.9	26564.0	0.4815458428129769	TRUE	cell_line	H322	H322
NFATC4	JASPAR2024|000506|MA1525.3	1e-06	0.0	2662.0	3584.0	18693.5	26564.0	0.2812042549829903	TRUE	cell_line	H322	H322
XBP1	JASPAR2024|000675|MA0844.2	1e-05	0.0	1850.0	3584.0	12683.4	26564.0	0.2235187846446321	TRUE	cell_line	H322	H322
FOXA3	CIS-BP2.00|000469|M04831_2.00	1e-05	0.0001	170.0	3584.0	891.4	26564.0	0.523401046612135	FALSE	cell_line	H322	H322
ELF3	JASPAR2024|000276|MA0640.3	0.001	0.0046	3579.0	3584.0	26433.7	26564.0	1.687211430873258	FALSE	cell_line	H322	H322
CEBPB	JASPAR2024|000235|MA0466.4	0.001	0.0046	296.0	3584.0	1812.9	26564.0	0.29942703177230845	FALSE	cell_line	H322	H322
FOXA1	CIS-BP2.00|000890|M07960_2.00	0.001	0.0046	1877.0	3584.0	13196.4	26564.0	0.15552268480077988	FALSE	cell_line	H322	H322
XBP1	CIS-BP2.00|000375|M04231_2.00	0.01	0.0333	3357.0	3584.0	24587.0	26564.0	0.24727349653564523	FALSE	cell_line	H322	H322
ZNF75D	CIS-BP2.00|000750|M07683_2.00	0.01	0.0415	2215.0	3584.0	15890.0	26564.0	0.11998703521360493	FALSE	cell_line	H322	H322
CEBPB	CIS-BP2.00|000866|M07830_2.00	0.1	0.0556	1645.0	3584.0	11689.0	26564.0	0.1105661899742937	FALSE	cell_line	H322	H322
