#Name (cmd = mergePeaks /media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/audit/motif_gate/homer_parser_smoke/JASPAR2024/bg.clean.pos /media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/audit/motif_gate/homer_parser_smoke/JASPAR2024/target.clean..pos -d given -cobound 1 -prefix /media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/audit/motif_gate/homer_parser_smoke/JASPAR2024/0.0279205453853173.2.tmp)	chr	start	end	strand	stat	stat2	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/luad-figure2/audit/motif_gate/homer_parser_smoke/JASPAR2024/target.clean..pos
BGbg_13593	chr5	62403801	62404125	+	0.000	0.000	target_9009
BGbg_13594	chr5	62412482	62412873	+	0.000	0.000	target_9010
BGbg_13596	chr5	64165588	64165833	+	0.000	0.000	target_9011
BGbg_13597	chr5	64165900	64166164	+	0.000	0.000	target_9012
BGbg_13598	chr5	64690374	64690635	+	0.000	0.000	target_9013
BGbg_13599	chr5	64768558	64768791	+	0.000	0.000	target_9014
BGbg_13600	chr5	64768879	64769029	+	0.000	0.000	target_9015
BGbg_13601	chr5	64784505	64784655	+	0.000	0.000	target_9016
BGbg_13602	chr5	65035427	65035640	+	0.000	0.000	target_9017
BGbg_13603	chr5	65563068	65563520	+	0.000	0.000	target_9018
BGbg_13604	chr5	65624232	65624483	+	0.000	0.000	target_9019
BGbg_13605	chr5	65624574	65624768	+	0.000	0.000	target_9020
BGbg_13606	chr5	65722033	65722547	+	0.000	0.000	target_9021
BGbg_13607	chr5	65925592	65925875	+	0.000	0.000	target_9022
BGbg_13608	chr5	66143910	66144452	+	0.000	0.000	target_9023
BGbg_13609	chr5	66144506	66144682	+	0.000	0.000	target_9024
BGbg_13611	chr5	66306425	66306600	+	0.000	0.000	target_9025
BGbg_13612	chr5	66596163	66596397	+	0.000	0.000	target_9026
BGbg_13614	chr5	68215162	68215844	+	0.000	0.000	target_9027
BGbg_13615	chr5	68252798	68252948	+	0.000	0.000	target_9028
BGbg_13620	chr5	69093774	69094149	+	0.000	0.000	target_9029
BGbg_13621	chr5	69166833	69167265	+	0.000	0.000	target_9030
BGbg_13622	chr5	69189360	69189569	+	0.000	0.000	target_9031
BGbg_13623	chr5	69189755	69189905	+	0.000	0.000	target_9032
BGbg_13627	chr5	72308079	72308712	+	0.000	0.000	target_9033
BGbg_13628	chr5	72320171	72320458	+	0.000	0.000	target_9034
BGbg_13631	chr5	72816184	72816334	+	0.000	0.000	target_9035
BGbg_13632	chr5	72816436	72816819	+	0.000	0.000	target_9036
BGbg_13633	chr5	72848057	72848445	+	0.000	0.000	target_9037
BGbg_13634	chr5	72955749	72956014	+	0.000	0.000	target_9038
BGbg_13635	chr5	73201996	73202233	+	0.000	0.000	target_9039
BGbg_13639	chr5	73498237	73498520	+	0.000	0.000	target_9040
BGbg_13640	chr5	73498672	73498822	+	0.000	0.000	target_9041
BGbg_13641	chr5	73519741	73520014	+	0.000	0.000	target_9042
BGbg_13642	chr5	73565300	73565468	+	0.000	0.000	target_9043
BGbg_13643	chr5	73565590	73565865	+	0.000	0.000	target_9044
BGbg_13644	chr5	73625709	73626259	+	0.000	0.000	target_9045
BGbg_13650	chr5	74685014	74685328	+	0.000	0.000	target_9046
BGbg_13651	chr5	74767093	74767288	+	0.000	0.000	target_9047
BGbg_13652	chr5	74903503	74903663	+	0.000	0.000	target_9048
BGbg_13655	chr5	75236821	75237142	+	0.000	0.000	target_9049
BGbg_13656	chr5	75336826	75337320	+	0.000	0.000	target_9050
BGbg_13657	chr5	75511560	75511955	+	0.000	0.000	target_9051
BGbg_13658	chr5	75717049	75717250	+	0.000	0.000	target_9052
BGbg_13659	chr5	75717329	75717709	+	0.000	0.000	target_9053
BGbg_13661	chr5	76818818	76819051	+	0.000	0.000	target_9054
BGbg_13662	chr5	77030216	77030520	+	0.000	0.000	target_9055
BGbg_13665	chr5	77492012	77492603	+	0.000	0.000	target_9056
BGbg_13669	chr5	77776202	77776538	+	0.000	0.000	target_9057
BGbg_13671	chr5	78294636	78294992	+	0.000	0.000	target_9058
BGbg_13672	chr5	78359886	78360188	+	0.000	0.000	target_9059
BGbg_13673	chr5	78360291	78360674	+	0.000	0.000	target_9060
BGbg_13675	chr5	78648835	78649039	+	0.000	0.000	target_9061
BGbg_13677	chr5	78984574	78984997	+	0.000	0.000	target_9062
BGbg_13678	chr5	79235874	79236221	+	0.000	0.000	target_9063
BGbg_13680	chr5	79513815	79514008	+	0.000	0.000	target_9064
BGbg_13682	chr5	79514457	79514655	+	0.000	0.000	target_9065
BGbg_13683	chr5	79612380	79612714	+	0.000	0.000	target_9066
BGbg_13688	chr5	80256091	80256300	+	0.000	0.000	target_9067
BGbg_13689	chr5	80407817	80408189	+	0.000	0.000	target_9068
BGbg_13691	chr5	80487864	80488425	+	0.000	0.000	target_9069
BGbg_13692	chr5	80654583	80654842	+	0.000	0.000	target_9070
BGbg_13693	chr5	80654902	80655204	+	0.000	0.000	target_9071
BGbg_13694	chr5	81108522	81108672	+	0.000	0.000	target_9072
BGbg_13695	chr5	81195090	81195355	+	0.000	0.000	target_9073
BGbg_13696	chr5	81301459	81301907	+	0.000	0.000	target_9074
BGbg_13697	chr5	81507059	81507219	+	0.000	0.000	target_9075
BGbg_13698	chr5	81751036	81751571	+	0.000	0.000	target_9076
BGbg_13699	chr5	81971835	81972355	+	0.000	0.000	target_9077
BGbg_13701	chr5	82225723	82225875	+	0.000	0.000	target_9078
BGbg_13702	chr5	82278589	82278799	+	0.000	0.000	target_9079
BGbg_13705	chr5	82641496	82641646	+	0.000	0.000	target_9080
BGbg_13706	chr5	83077290	83077689	+	0.000	0.000	target_9081
BGbg_13708	chr5	83473499	83473835	+	0.000	0.000	target_9082
BGbg_13712	chr5	86617724	86618067	+	0.000	0.000	target_9083
BGbg_13713	chr5	86880811	86881146	+	0.000	0.000	target_9084
BGbg_13714	chr5	87267569	87267925	+	0.000	0.000	target_9085
BGbg_13715	chr5	87412770	87413144	+	0.000	0.000	target_9086
BGbg_13716	chr5	87781208	87781431	+	0.000	0.000	target_9087
BGbg_13717	chr5	88141281	88141709	+	0.000	0.000	target_9088
BGbg_13718	chr5	88268696	88269136	+	0.000	0.000	target_9089
BGbg_13719	chr5	88660932	88661332	+	0.000	0.000	target_9090
BGbg_13720	chr5	88691033	88691254	+	0.000	0.000	target_9091
BGbg_13721	chr5	90136029	90136179	+	0.000	0.000	target_9092
BGbg_13722	chr5	90409241	90409459	+	0.000	0.000	target_9093
BGbg_13723	chr5	90409683	90410160	+	0.000	0.000	target_9094
BGbg_13724	chr5	90474293	90474972	+	0.000	0.000	target_9095,target_9096
BGbg_13725	chr5	90529476	90529907	+	0.000	0.000	target_9097
BGbg_13726	chr5	90530127	90530277	+	0.000	0.000	target_9098
BGbg_13727	chr5	90558495	90558812	+	0.000	0.000	target_9099
BGbg_13729	chr5	91101925	91102075	+	0.000	0.000	target_9100
BGbg_13730	chr5	91280445	91280766	+	0.000	0.000	target_9101
BGbg_13732	chr5	91380117	91380455	+	0.000	0.000	target_9102
BGbg_13733	chr5	91380946	91381193	+	0.000	0.000	target_9103
BGbg_13734	chr5	91383276	91383642	+	0.000	0.000	target_9104
BGbg_13736	chr5	92379032	92379306	+	0.000	0.000	target_9105
BGbg_13737	chr5	92552847	92553103	+	0.000	0.000	target_9106
BGbg_13738	chr5	92641111	92641299	+	0.000	0.000	target_9107
BGbg_13739	chr5	93078532	93078924	+	0.000	0.000	target_9108
BGbg_13740	chr5	93162372	93162632	+	0.000	0.000	target_9109
BGbg_13741	chr5	93192146	93192400	+	0.000	0.000	target_9110
BGbg_13743	chr5	93582952	93583165	+	0.000	0.000	target_9111
BGbg_13745	chr5	93620589	93620802	+	0.000	0.000	target_9112
BGbg_13746	chr5	93621141	93621291	+	0.000	0.000	target_9113
BGbg_13747	chr5	93621441	93621740	+	0.000	0.000	target_9114
BGbg_13749	chr5	94111260	94111417	+	0.000	0.000	target_9115
BGbg_13750	chr5	94111456	94111909	+	0.000	0.000	target_9116
BGbg_13751	chr5	94182126	94182305	+	0.000	0.000	target_9117
BGbg_13752	chr5	94618087	94618247	+	0.000	0.000	target_9118
BGbg_13753	chr5	94618461	94618828	+	0.000	0.000	target_9119
BGbg_13754	chr5	94850370	94850520	+	0.000	0.000	target_9120
BGbg_13755	chr5	94968659	94968827	+	0.000	0.000	target_9121
BGbg_13756	chr5	95554702	95555294	+	0.000	0.000	target_9122
BGbg_13757	chr5	95646680	95647013	+	0.000	0.000	target_9123
BGbg_13758	chr5	95781098	95781272	+	0.000	0.000	target_9124
BGbg_13761	chr5	95858791	95859087	+	0.000	0.000	target_9125
BGbg_13762	chr5	95961318	95962234	+	0.000	0.000	target_9126,target_9127
BGbg_13763	chr5	96175213	96175385	+	0.000	0.000	target_9128
BGbg_13764	chr5	96336495	96336690	+	0.000	0.000	target_9129
BGbg_13766	chr5	96614165	96614315	+	0.000	0.000	target_9130
BGbg_13767	chr5	96652060	96652212	+	0.000	0.000	target_9131
BGbg_13768	chr5	96662014	96662288	+	0.000	0.000	target_9132
BGbg_13769	chr5	96662783	96663099	+	0.000	0.000	target_9133
BGbg_13770	chr5	96687964	96688114	+	0.000	0.000	target_9134
BGbg_13771	chr5	96807842	96808121	+	0.000	0.000	target_9135
BGbg_13772	chr5	96808310	96808569	+	0.000	0.000	target_9136
BGbg_13773	chr5	96934844	96935484	+	0.000	0.000	target_9137
BGbg_13774	chr5	96935720	96936133	+	0.000	0.000	target_9138
BGbg_13775	chr5	96997376	96997526	+	0.000	0.000	target_9139
BGbg_13776	chr5	97183130	97183373	+	0.000	0.000	target_9140
BGbg_13777	chr5	97183459	97183891	+	0.000	0.000	target_9141
BGbg_13778	chr5	97534144	97534299	+	0.000	0.000	target_9142
BGbg_13779	chr5	98750807	98750986	+	0.000	0.000	target_9143
BGbg_13780	chr5	98773345	98773724	+	0.000	0.000	target_9144
BGbg_13781	chr5	98796425	98796637	+	0.000	0.000	target_9145
BGbg_13782	chr5	98928833	98929265	+	0.000	0.000	target_9146
BGbg_13783	chr5	98929459	98929823	+	0.000	0.000	target_9147
BGbg_13784	chr5	100430432	100430582	+	0.000	0.000	target_9148
BGbg_13785	chr5	100535151	100535457	+	0.000	0.000	target_9149
BGbg_13786	chr5	100535702	100535852	+	0.000	0.000	target_9150
BGbg_13787	chr5	101678757	101678913	+	0.000	0.000	target_9151
BGbg_13788	chr5	101942357	101942511	+	0.000	0.000	target_9152
BGbg_13790	chr5	102545303	102545518	+	0.000	0.000	target_9153
BGbg_13791	chr5	102681480	102681676	+	0.000	0.000	target_9154
BGbg_13792	chr5	102755103	102755328	+	0.000	0.000	target_9155
BGbg_13793	chr5	102756048	102756209	+	0.000	0.000	target_9156
BGbg_13794	chr5	102780529	102780695	+	0.000	0.000	target_9157
BGbg_13795	chr5	102865649	102866010	+	0.000	0.000	target_9158
BGbg_13796	chr5	103119757	103120414	+	0.000	0.000	target_9159
BGbg_13797	chr5	103224674	103224824	+	0.000	0.000	target_9160
BGbg_13798	chr5	103258394	103258834	+	0.000	0.000	target_9161
BGbg_13799	chr5	103258956	103259108	+	0.000	0.000	target_9162
BGbg_13800	chr5	103562457	103562980	+	0.000	0.000	target_9163
BGbg_13801	chr5	103808596	103808771	+	0.000	0.000	target_9164
BGbg_13802	chr5	104179187	104179337	+	0.000	0.000	target_9165
BGbg_13803	chr5	104412968	104413180	+	0.000	0.000	target_9166
BGbg_13804	chr5	104800536	104800688	+	0.000	0.000	target_9167
BGbg_13806	chr5	105506818	105507009	+	0.000	0.000	target_9168
BGbg_13810	chr5	107572059	107572342	+	0.000	0.000	target_9169
BGbg_13812	chr5	108381982	108382623	+	0.000	0.000	target_9170
BGbg_13813	chr5	108521938	108522088	+	0.000	0.000	target_9171
BGbg_13814	chr5	108642364	108642532	+	0.000	0.000	target_9172
BGbg_13815	chr5	108728215	108728499	+	0.000	0.000	target_9173
BGbg_13816	chr5	108748433	108749070	+	0.000	0.000	target_9174
BGbg_13817	chr5	109409900	109410459	+	0.000	0.000	target_9175
BGbg_13819	chr5	109689219	109689658	+	0.000	0.000	target_9176
BGbg_13820	chr5	109689827	109689991	+	0.000	0.000	target_9177
BGbg_13821	chr5	110738966	110739131	+	0.000	0.000	target_9178
BGbg_13822	chr5	111092140	111092471	+	0.000	0.000	target_9179
BGbg_13823	chr5	111224112	111224409	+	0.000	0.000	target_9180
BGbg_13824	chr5	111461475	111461657	+	0.000	0.000	target_9181
BGbg_13825	chr5	111512386	111513084	+	0.000	0.000	target_9182
BGbg_13826	chr5	111530312	111530612	+	0.000	0.000	target_9183
BGbg_13827	chr5	111550693	111550843	+	0.000	0.000	target_9184
BGbg_13829	chr5	111757358	111758273	+	0.000	0.000	target_9185,target_9186
BGbg_13830	chr5	112160635	112160988	+	0.000	0.000	target_9187
BGbg_13834	chr5	112420351	112420564	+	0.000	0.000	target_9188
BGbg_13835	chr5	112492449	112492603	+	0.000	0.000	target_9189
BGbg_13836	chr5	112707277	112707926	+	0.000	0.000	target_9190
BGbg_13837	chr5	112848382	112848532	+	0.000	0.000	target_9191
BGbg_13838	chr5	112861036	112861374	+	0.000	0.000	target_9192
BGbg_13839	chr5	112921482	112921694	+	0.000	0.000	target_9193
BGbg_13840	chr5	112922156	112922448	+	0.000	0.000	target_9194
BGbg_13841	chr5	112976499	112976939	+	0.000	0.000	target_9195
BGbg_13842	chr5	113123633	113123798	+	0.000	0.000	target_9196
BGbg_13843	chr5	113294831	113295054	+	0.000	0.000	target_9197
BGbg_13845	chr5	113487993	113488150	+	0.000	0.000	target_9198
BGbg_13846	chr5	113488362	113488656	+	0.000	0.000	target_9199
BGbg_13847	chr5	113513576	113514041	+	0.000	0.000	target_9200
BGbg_13848	chr5	114101319	114101470	+	0.000	0.000	target_9201
BGbg_13850	chr5	114361149	114361299	+	0.000	0.000	target_9202
BGbg_13851	chr5	114361886	114362205	+	0.000	0.000	target_9203
BGbg_13852	chr5	114449975	114450187	+	0.000	0.000	target_9204
BGbg_13853	chr5	115169557	115170327	+	0.000	0.000	target_9205
BGbg_13854	chr5	115262835	115262990	+	0.000	0.000	target_9206
BGbg_13855	chr5	115296520	115296860	+	0.000	0.000	target_9207
BGbg_13857	chr5	115544637	115545078	+	0.000	0.000	target_9208
BGbg_13858	chr5	115625885	115626340	+	0.000	0.000	target_9209
BGbg_13859	chr5	115841417	115842065	+	0.000	0.000	target_9210
BGbg_13860	chr5	115842145	115842323	+	0.000	0.000	target_9211
BGbg_13861	chr5	116084967	116085478	+	0.000	0.000	target_9212
BGbg_13862	chr5	116472412	116472562	+	0.000	0.000	target_9213
BGbg_13863	chr5	116574710	116575074	+	0.000	0.000	target_9214
BGbg_13864	chr5	116947965	116948237	+	0.000	0.000	target_9215
BGbg_13865	chr5	118611456	118611606	+	0.000	0.000	target_9216
BGbg_13866	chr5	118988115	118988791	+	0.000	0.000	target_9217
BGbg_13867	chr5	119070556	119071436	+	0.000	0.000	target_9218
BGbg_13868	chr5	119268047	119268250	+	0.000	0.000	target_9219
BGbg_13869	chr5	119268505	119269036	+	0.000	0.000	target_9220
BGbg_13871	chr5	119411870	119412032	+	0.000	0.000	target_9221
BGbg_13872	chr5	119412196	119412346	+	0.000	0.000	target_9222
BGbg_13873	chr5	119452298	119452819	+	0.000	0.000	target_9223
BGbg_13874	chr5	119579030	119579325	+	0.000	0.000	target_9224
BGbg_13875	chr5	120228815	120228965	+	0.000	0.000	target_9225
BGbg_13876	chr5	120464134	120464293	+	0.000	0.000	target_9226
BGbg_13877	chr5	120655883	120656074	+	0.000	0.000	target_9227
BGbg_13879	chr5	121378960	121379116	+	0.000	0.000	target_9228
BGbg_13880	chr5	121961757	121962108	+	0.000	0.000	target_9229
BGbg_13881	chr5	122195912	122196062	+	0.000	0.000	target_9230
BGbg_13883	chr5	122500854	122501004	+	0.000	0.000	target_9231
BGbg_13884	chr5	122774652	122775113	+	0.000	0.000	target_9232
BGbg_13885	chr5	122845269	122845662	+	0.000	0.000	target_9233
BGbg_13886	chr5	123036630	123036949	+	0.000	0.000	target_9234
BGbg_13887	chr5	123089791	123089941	+	0.000	0.000	target_9235
BGbg_13890	chr5	123423295	123423702	+	0.000	0.000	target_9236
BGbg_13891	chr5	123511916	123512364	+	0.000	0.000	target_9237
BGbg_13895	chr5	124043490	124043770	+	0.000	0.000	target_9238
BGbg_13899	chr5	125835709	125835859	+	0.000	0.000	target_9239
BGbg_13900	chr5	126544231	126544406	+	0.000	0.000	target_9240
BGbg_13901	chr5	126594859	126595048	+	0.000	0.000	target_9241
BGbg_13902	chr5	126595128	126595479	+	0.000	0.000	target_9242
BGbg_13903	chr5	126600778	126601044	+	0.000	0.000	target_9243
BGbg_13904	chr5	126679652	126679832	+	0.000	0.000	target_9244
BGbg_13905	chr5	126776616	126777153	+	0.000	0.000	target_9245
BGbg_13906	chr5	126778249	126778549	+	0.000	0.000	target_9246
BGbg_13907	chr5	127030272	127031001	+	0.000	0.000	target_9247
BGbg_13908	chr5	127290001	127290151	+	0.000	0.000	target_9248
BGbg_13909	chr5	127517431	127517926	+	0.000	0.000	target_9249
BGbg_13910	chr5	127564268	127564436	+	0.000	0.000	target_9250
BGbg_13912	chr5	127878272	127878422	+	0.000	0.000	target_9251
BGbg_13913	chr5	127909199	127909349	+	0.000	0.000	target_9252
BGbg_13916	chr5	128082979	128083867	+	0.000	0.000	target_9253
BGbg_13917	chr5	128201458	128201647	+	0.000	0.000	target_9254
BGbg_13918	chr5	128905590	128905745	+	0.000	0.000	target_9255
BGbg_13919	chr5	129094435	129094833	+	0.000	0.000	target_9256
BGbg_13921	chr5	129767948	129768098	+	0.000	0.000	target_9257
BGbg_13923	chr5	130199003	130199171	+	0.000	0.000	target_9258
BGbg_13924	chr5	130871570	130871720	+	0.000	0.000	target_9259
BGbg_13925	chr5	131164538	131164828	+	0.000	0.000	target_9260
BGbg_13926	chr5	131165169	131165466	+	0.000	0.000	target_9261
BGbg_13927	chr5	131170606	131171079	+	0.000	0.000	target_9262
BGbg_13928	chr5	131263762	131264311	+	0.000	0.000	target_9263
BGbg_13929	chr5	131382460	131382660	+	0.000	0.000	target_9264
BGbg_13930	chr5	131635217	131635659	+	0.000	0.000	target_9265
BGbg_13931	chr5	131796968	131797384	+	0.000	0.000	target_9266
BGbg_13932	chr5	132190262	132190497	+	0.000	0.000	target_9267
BGbg_13933	chr5	132227830	132227996	+	0.000	0.000	target_9268
BGbg_13934	chr5	132293541	132293712	+	0.000	0.000	target_9269
BGbg_13935	chr5	132294070	132294412	+	0.000	0.000	target_9270
BGbg_13936	chr5	132369555	132369806	+	0.000	0.000	target_9271
BGbg_13938	chr5	132410615	132410827	+	0.000	0.000	target_9272
BGbg_13939	chr5	132410969	132411155	+	0.000	0.000	target_9273
BGbg_13940	chr5	132419768	132419918	+	0.000	0.000	target_9274
BGbg_13941	chr5	132490682	132491028	+	0.000	0.000	target_9275
BGbg_13942	chr5	132496260	132496546	+	0.000	0.000	target_9276
BGbg_13943	chr5	132556783	132557223	+	0.000	0.000	target_9277
BGbg_13945	chr5	132737441	132737790	+	0.000	0.000	target_9278
BGbg_13946	chr5	132830078	132830325	+	0.000	0.000	target_9279
BGbg_13947	chr5	132830591	132830741	+	0.000	0.000	target_9280
BGbg_13948	chr5	132866389	132866714	+	0.000	0.000	target_9281
BGbg_13949	chr5	132963478	132964000	+	0.000	0.000	target_9282
BGbg_13950	chr5	133026210	133026375	+	0.000	0.000	target_9283
BGbg_13951	chr5	133026460	133026694	+	0.000	0.000	target_9284
BGbg_13952	chr5	133051595	133052302	+	0.000	0.000	target_9285
BGbg_13955	chr5	133968537	133968883	+	0.000	0.000	target_9286
BGbg_13956	chr5	134004662	134004812	+	0.000	0.000	target_9287
BGbg_13958	chr5	134026639	134026793	+	0.000	0.000	target_9288
BGbg_13959	chr5	134039603	134039753	+	0.000	0.000	target_9289
BGbg_13960	chr5	134114514	134114690	+	0.000	0.000	target_9290
BGbg_13961	chr5	134225981	134226519	+	0.000	0.000	target_9291
BGbg_13963	chr5	134371090	134371267	+	0.000	0.000	target_9292
BGbg_13964	chr5	134371321	134371479	+	0.000	0.000	target_9293
BGbg_13965	chr5	134411856	134412085	+	0.000	0.000	target_9294
BGbg_13969	chr5	134527048	134527279	+	0.000	0.000	target_9295
BGbg_13970	chr5	134527514	134527742	+	0.000	0.000	target_9296
BGbg_13971	chr5	134586907	134587147	+	0.000	0.000	target_9297
BGbg_13972	chr5	134587282	134587524	+	0.000	0.000	target_9298
BGbg_13973	chr5	134632724	134632948	+	0.000	0.000	target_9299
BGbg_13974	chr5	134648515	134648882	+	0.000	0.000	target_9300
BGbg_13975	chr5	134738327	134738614	+	0.000	0.000	target_9301
BGbg_13976	chr5	134758547	134758892	+	0.000	0.000	target_9302
BGbg_13977	chr5	134845836	134846161	+	0.000	0.000	target_9303
BGbg_13978	chr5	134874239	134874437	+	0.000	0.000	target_9304
BGbg_13979	chr5	134904596	134905234	+	0.000	0.000	target_9305
BGbg_13980	chr5	135191338	135191632	+	0.000	0.000	target_9306
BGbg_13981	chr5	135399153	135399357	+	0.000	0.000	target_9307
BGbg_13982	chr5	135426165	135426322	+	0.000	0.000	target_9308
BGbg_13983	chr5	135457524	135457721	+	0.000	0.000	target_9309
BGbg_13987	chr5	136132699	136132947	+	0.000	0.000	target_9310
BGbg_13988	chr5	137220570	137220720	+	0.000	0.000	target_9311
BGbg_13989	chr5	137499283	137499451	+	0.000	0.000	target_9312
BGbg_13990	chr5	137754282	137754940	+	0.000	0.000	target_9313
BGbg_13992	chr5	137889258	137889566	+	0.000	0.000	target_9314
BGbg_13994	chr5	138178578	138178728	+	0.000	0.000	target_9315
BGbg_13995	chr5	138178917	138179234	+	0.000	0.000	target_9316
BGbg_13996	chr5	138213248	138213783	+	0.000	0.000	target_9317
BGbg_13997	chr5	138331775	138332182	+	0.000	0.000	target_9318
BGbg_14000	chr5	138450091	138450299	+	0.000	0.000	target_9319
BGbg_14001	chr5	138464063	138464321	+	0.000	0.000	target_9320
BGbg_14003	chr5	138464901	138465192	+	0.000	0.000	target_9321
BGbg_14004	chr5	138465305	138465462	+	0.000	0.000	target_9322
BGbg_14006	chr5	138543230	138543552	+	0.000	0.000	target_9323
BGbg_14008	chr5	138575628	138575997	+	0.000	0.000	target_9324
BGbg_14010	chr5	138790150	138790300	+	0.000	0.000	target_9325
BGbg_14011	chr5	139198257	139198501	+	0.000	0.000	target_9326
BGbg_14014	chr5	139293574	139293828	+	0.000	0.000	target_9327
BGbg_14016	chr5	139341539	139342083	+	0.000	0.000	target_9328
BGbg_14017	chr5	139342265	139342484	+	0.000	0.000	target_9329
BGbg_14020	chr5	139403733	139404251	+	0.000	0.000	target_9330
BGbg_14023	chr5	139517991	139518304	+	0.000	0.000	target_9331
BGbg_14024	chr5	139561051	139561584	+	0.000	0.000	target_9332
BGbg_14026	chr5	139787599	139787820	+	0.000	0.000	target_9333
BGbg_14028	chr5	139968833	139969119	+	0.000	0.000	target_9334
BGbg_14029	chr5	140043274	140043478	+	0.000	0.000	target_9335
BGbg_14030	chr5	140107574	140108136	+	0.000	0.000	target_9336
BGbg_14031	chr5	140113913	140114194	+	0.000	0.000	target_9337
BGbg_14032	chr5	140157271	140157423	+	0.000	0.000	target_9338
BGbg_14033	chr5	140174927	140175259	+	0.000	0.000	target_9339
BGbg_14034	chr5	140303023	140303193	+	0.000	0.000	target_9340
BGbg_14035	chr5	140346699	140346910	+	0.000	0.000	target_9341
BGbg_14036	chr5	140401045	140401293	+	0.000	0.000	target_9342
BGbg_14037	chr5	140401403	140401881	+	0.000	0.000	target_9343
BGbg_14039	chr5	140564336	140564834	+	0.000	0.000	target_9344
BGbg_14041	chr5	140647593	140647910	+	0.000	0.000	target_9345
BGbg_14042	chr5	140664657	140664942	+	0.000	0.000	target_9346
BGbg_14043	chr5	140691285	140691742	+	0.000	0.000	target_9347
BGbg_14044	chr5	140700220	140700474	+	0.000	0.000	target_9348
BGbg_14045	chr5	140710924	140711230	+	0.000	0.000	target_9349
BGbg_14049	chr5	140806867	140807095	+	0.000	0.000	target_9350
BGbg_14053	chr5	141041131	141041363	+	0.000	0.000	target_9351
BGbg_14054	chr5	141084483	141084694	+	0.000	0.000	target_9352
BGbg_14055	chr5	141320671	141320898	+	0.000	0.000	target_9353
BGbg_14056	chr5	141382877	141383027	+	0.000	0.000	target_9354
BGbg_14058	chr5	141524857	141525089	+	0.000	0.000	target_9355
BGbg_14059	chr5	141557724	141558029	+	0.000	0.000	target_9356
BGbg_14060	chr5	141618947	141619387	+	0.000	0.000	target_9357
BGbg_14061	chr5	141636789	141636939	+	0.000	0.000	target_9358
BGbg_14062	chr5	141879228	141879451	+	0.000	0.000	target_9359
BGbg_14063	chr5	141923657	141924291	+	0.000	0.000	target_9360
BGbg_14064	chr5	141968964	141969607	+	0.000	0.000	target_9361,target_9362
BGbg_14065	chr5	142024893	142025264	+	0.000	0.000	target_9363
BGbg_14066	chr5	142108637	142109126	+	0.000	0.000	target_9364
BGbg_14068	chr5	142324985	142325281	+	0.000	0.000	target_9365
BGbg_14069	chr5	142326269	142326436	+	0.000	0.000	target_9366
BGbg_14070	chr5	142350846	142351029	+	0.000	0.000	target_9367
BGbg_14071	chr5	142356791	142357260	+	0.000	0.000	target_9368
BGbg_14072	chr5	142548820	142549041	+	0.000	0.000	target_9369
BGbg_14073	chr5	142611204	142611354	+	0.000	0.000	target_9370
BGbg_14074	chr5	142699242	142699392	+	0.000	0.000	target_9371
BGbg_14075	chr5	142713414	142713677	+	0.000	0.000	target_9372
BGbg_14076	chr5	142770127	142770480	+	0.000	0.000	target_9373
BGbg_14078	chr5	142867082	142867301	+	0.000	0.000	target_9374
BGbg_14080	chr5	142880647	142880797	+	0.000	0.000	target_9375
BGbg_14081	chr5	142888597	142888747	+	0.000	0.000	target_9376
BGbg_14084	chr5	143403667	143403926	+	0.000	0.000	target_9377
BGbg_14087	chr5	143957587	143957737	+	0.000	0.000	target_9378
BGbg_14088	chr5	144170551	144170952	+	0.000	0.000	target_9379
BGbg_14089	chr5	145347100	145347318	+	0.000	0.000	target_9380
BGbg_14090	chr5	145681677	145681827	+	0.000	0.000	target_9381
BGbg_14091	chr5	145835258	145835624	+	0.000	0.000	target_9382
BGbg_14092	chr5	145936472	145936688	+	0.000	0.000	target_9383
BGbg_14093	chr5	146182418	146182955	+	0.000	0.000	target_9384
BGbg_14094	chr5	146203228	146203664	+	0.000	0.000	target_9385
BGbg_14095	chr5	146283449	146283705	+	0.000	0.000	target_9386
BGbg_14096	chr5	146446898	146447431	+	0.000	0.000	target_9387
BGbg_14097	chr5	146533389	146533587	+	0.000	0.000	target_9388
BGbg_14098	chr5	146542308	146542525	+	0.000	0.000	target_9389
BGbg_14099	chr5	146565840	146566036	+	0.000	0.000	target_9390
BGbg_14100	chr5	146966100	146966344	+	0.000	0.000	target_9391
BGbg_14101	chr5	147224345	147224495	+	0.000	0.000	target_9392
BGbg_14102	chr5	147391888	147392161	+	0.000	0.000	target_9393
BGbg_14103	chr5	147453940	147454144	+	0.000	0.000	target_9394
BGbg_14104	chr5	147628149	147628361	+	0.000	0.000	target_9395
BGbg_14105	chr5	147949808	147949958	+	0.000	0.000	target_9396
BGbg_14106	chr5	148374848	148375051	+	0.000	0.000	target_9397
BGbg_14107	chr5	148383683	148384132	+	0.000	0.000	target_9398
BGbg_14108	chr5	148482995	148483145	+	0.000	0.000	target_9399
